,Isocode,Country,Year,PopMale,PopFemale,PopTotal,GrowthRate,PopDensity,GDP,CO2,TFR,LEx,LExMale,LExFemale,CO2.norm,GDP.norm,PopTotal.norm,TFR.norm,Tech
116829,DEU,Germany,2000,40731.832,42780.627,83512.459,0.085,233.914,18943.5163753831,2.7102183639,1.35,77.902,74.759,80.832,0.7891619415,1.1892586221,1.0375873622,0.9933774834,1.4306838869
116887,DEU,Germany,2001,40785.086,42798.375,83583.461,0.1216,234.113,19156.6898962551,2.7851921566,1.352,78.176,75.091,81.058,0.8109928259,1.2026414832,1.0384695154,0.9948491538,1.4539005286
116941,DEU,Germany,2002,40854.044,42831.116,83685.16,0.1234,234.398,19140.3783461582,2.7006938865,1.352,78.443,75.419,81.278,0.7863886022,1.2016174573,1.0397330585,0.9948491538,1.4109929478
117008,DEU,Germany,2003,40924.228,42864.252,83788.48,0.072,234.687,19087.5722402419,2.7124492532,1.351,78.705,75.744,81.491,0.7898115323,1.1983023327,1.0410167416,0.9941133186,1.4210551342
117112,DEU,Germany,2004,40973.013,42875.831,83848.844,-0.0153,234.856,19283.6704872934,2.6860716172,1.352,78.958,76.06,81.696,0.7821308868,1.2106132219,1.0417667246,0.9948491538,1.3929254905
117168,DEU,Germany,2005,40985.058,42850.92,83835.978,-0.1142,234.82,19417.0570216031,2.6240524086,1.353,79.201,76.366,81.893,0.7640721209,1.2189871205,1.041606873,0.995584989,1.3514161315
117209,DEU,Germany,2006,40955.73,42784.572,83740.302,-0.1931,234.552,20040.6203180525,2.6340721819,1.356,79.432,76.657,82.078,0.7669896805,1.2581339195,1.0404181616,0.9977924945,1.3143665915
117265,DEU,Germany,2007,40893.934,42684.86,83578.794,-0.2387,234.1,20546.9361074228,2.5581010418,1.361,79.65,76.933,82.252,0.7448683883,1.2899200148,1.038411531,1.0014716703,1.2450036484
117354,DEU,Germany,2008,40813.993,42565.545,83379.538,-0.2363,233.542,20801.4374438476,2.5620674463,1.368,79.856,77.194,82.416,0.7460233268,1.3058974027,1.0359359062,1.0066225166,1.2316780767
117389,DEU,Germany,2009,40736.331,42446.443,83182.774,-0.199,232.991,19789.8454371839,2.4005691371,1.376,80.05,77.44,82.571,0.6989982158,1.2423904755,1.033491243,1.0125091979,1.213030766
117485,DEU,Germany,2010,40675.522,42341.882,83017.404,-0.1501,232.527,20661.4454356808,2.4484986305,1.386,80.234,77.671,82.719,0.7129543356,1.2971088177,1.0314366295,1.0198675497,1.1850567948
117546,DJI,Djibouti,1960,41.572,42.064,83.636,5.6517,3.605,1771.4852327885,0.131522311,6.461,44.038,42.732,45.375,0.711818053,1.2236216715,0.1417741946,1.0614424183,0.7424409108
117610,DJI,Djibouti,1961,43.996,44.503,88.499,6.2429,3.815,1783.1324572454,0.1355947525,6.493,44.469,43.165,45.802,0.7338587043,1.231666783,0.1500176294,1.0666995236,0.7604300619
117686,DJI,Djibouti,1962,46.836,47.364,94.2,6.5951,4.06,1758.5564566554,0.1380042463,6.527,44.892,43.592,46.221,0.7468992384,1.2146913511,0.1596815861,1.072285198,0.7847586909
117727,DJI,Djibouti,1963,50.036,50.586,100.622,6.6901,4.337,1773.9358115937,0.1788873209,6.561,45.309,44.013,46.633,0.9681644392,1.2253143649,0.1705677341,1.0778708724,1.0084204834
117818,DJI,Djibouti,1964,53.505,54.079,107.584,6.6338,4.637,1757.8252816864,0.2137864366,6.595,45.727,44.434,47.047,1.1570435766,1.2141863051,0.1823692543,1.0834565467,1.2161984406
117827,DJI,Djibouti,1965,57.184,57.779,114.963,6.6484,4.955,1754.4422115118,0.2870488766,6.629,46.166,44.873,47.485,1.5535506557,1.2118495101,0.1948776453,1.0890422211,1.6361261415
117931,DJI,Djibouti,1966,61.131,61.735,122.866,6.7159,5.296,1761.4115062919,0.3092800286,6.665,46.654,45.354,47.977,1.673868914,1.2166634255,0.2082742862,1.0949564646,1.7558647002
117982,DJI,Djibouti,1967,65.402,65.999,131.401,6.6662,5.664,1758.0099982766,0.1826470118,6.702,47.203,45.888,48.54,0.9885124385,1.2143138948,0.2227422515,1.1010349926,1.0389418263
118071,DJI,Djibouti,1968,69.933,70.526,140.459,6.4966,6.054,1746.0926219699,0.234944005,6.739,47.814,46.477,49.172,1.2715514423,1.2060821807,0.2380967718,1.1071135206,1.3455414796
118114,DJI,Djibouti,1969,74.634,75.253,149.887,6.3209,6.461,1742.0879205104,0.1534489315,6.774,48.476,47.11,49.863,0.830488142,1.203316005,0.2540784915,1.1128634795,0.8808334512
118188,DJI,Djibouti,1970,79.491,80.176,159.667,5.9019,6.882,2069.0793243433,0.2379953278,6.804,49.16,47.76,50.581,1.288065649,1.429179456,0.2706568982,1.1177920158,1.1502474795
118224,DJI,Djibouti,1971,84.277,85.097,169.374,5.6527,7.301,2141.7901921539,0.2597801315,6.826,49.827,48.392,51.282,1.4059682048,1.4794031847,0.2871115601,1.1214062757,1.2129112015
118319,DJI,Djibouti,1972,89.111,90.113,179.224,6.1331,7.725,2150.4482205166,0.2901397134,6.836,50.442,48.975,51.928,1.5702787184,1.4853835626,0.3038086262,1.1230491211,1.349205764
118370,DJI,Djibouti,1973,94.712,95.848,190.56,7.4003,8.214,2185.0187358609,0.2571368598,6.834,50.982,49.489,52.494,1.39166243,1.5092625264,0.3230246608,1.122720552,1.1768176426
118450,DJI,Djibouti,1974,102.053,103.144,205.197,8.8764,8.845,2080.0099173072,0.2582883765,6.817,51.442,49.93,52.972,1.3978946077,1.4367295672,0.3478363315,1.1199277148,1.2417651204
118506,DJI,Djibouti,1975,111.73,112.514,224.244,10.3553,9.666,2065.4445013646,0.2408091186,6.784,51.832,50.308,53.374,1.3032942982,1.4266687672,0.3801235413,1.114506325,1.1658948884
118554,DJI,Djibouti,1976,124.272,124.438,248.71,11.0434,10.72,2154.3700303295,0.217120341,6.734,52.177,50.649,53.726,1.1750871561,1.4880924824,0.4215966803,1.1062920979,1.007813597
118620,DJI,Djibouti,1977,139.229,138.521,277.75,10.4628,11.972,1793.9324745785,0.1944194419,6.671,52.513,50.983,54.066,1.0522265584,1.2391267014,0.4708233603,1.0959421718,1.0837612045
118670,DJI,Djibouti,1978,155.038,153.347,308.385,8.7187,13.292,1724.0677255269,0.178348493,6.598,52.865,51.335,54.42,0.9652482235,1.1908688783,0.5227537785,1.0839494004,1.0344633817
118725,DJI,Djibouti,1979,169.528,166.951,336.479,6.5474,14.503,1687.3856499677,0.2942234136,6.52,53.241,51.712,54.798,1.5923803034,1.1655313921,0.5703768621,1.0711352062,1.7436643108
118795,DJI,Djibouti,1980,181.233,178.014,359.247,4.3025,15.485,1661.2588488239,0.2644420134,6.443,53.639,52.111,55.199,1.4311989939,1.1474847725,0.6089716641,1.0584852965,1.5918170345
118911,DJI,Djibouti,1981,189.302,185.739,375.041,2.6686,16.166,1673.5997894291,0.2186427617,6.373,54.049,52.523,55.61,1.1833267208,1.1560090561,0.6357446044,1.0469853787,1.3064220198
118923,DJI,Djibouti,1982,194.421,190.763,385.184,2.1215,16.603,1676.1751598396,0.2466353743,6.316,54.451,52.929,56.011,1.3348268489,1.157787947,0.6529383446,1.0376211598,1.4714176667
118999,DJI,Djibouti,1983,198.512,194.931,393.443,2.9516,16.959,1642.6725154916,0.2414581019,6.271,54.828,53.311,56.386,1.3068066911,1.1346465959,0.6669384531,1.0302283555,1.4699101596
119087,DJI,Djibouti,1984,204.343,200.886,405.229,4.5816,17.467,1801.6289086768,0.2393708249,6.239,55.174,53.664,56.728,1.2955100413,1.2444428753,0.6869172978,1.0249712502,1.3286355683
119165,DJI,Djibouti,1985,213.801,210.426,424.227,6.3285,18.286,1758.4144567661,0.240437313,6.218,55.488,53.982,57.038,1.3012820317,1.2145932673,0.7191214462,1.0215212748,1.3673529134
119186,DJI,Djibouti,1986,227.648,224.294,451.942,7.3796,19.48,1716.6648779522,0.2323306973,6.205,55.772,54.266,57.322,1.2574078374,1.185755494,0.7661020742,1.0193855758,1.3533841129
119238,DJI,Djibouti,1987,244.961,241.594,486.555,7.4891,20.972,1676.5445114291,0.2219687394,6.193,56.032,54.523,57.585,1.2013274002,1.15804307,0.8247757338,1.0174141613,1.3239656799
119307,DJI,Djibouti,1988,263.901,260.492,524.393,6.5917,22.603,1596.6907240714,0.1906966722,6.174,56.271,54.753,57.834,1.0320783819,1.1028854977,0.8889161994,1.0142927551,1.1943244191
119411,DJI,Djibouti,1989,281.795,278.329,560.124,5.1836,24.143,1502.247930703,0.1981704051,6.142,56.488,54.958,58.065,1.0725273218,1.037650831,0.9494850184,1.0090356497,1.3191591153
119461,DJI,Djibouti,1990,296.724,293.2,589.924,3.7701,25.428,1447.7393413606,0.1847695635,6.087,56.678,55.13,58.273,1,1,1,1,1.2762626411
119546,DJI,Djibouti,1991,308.09,304.499,612.589,2.703,26.405,1419.5407046934,0.1779333289,6,56.831,55.262,58.448,0.9630012945,0.9805222972,1.0384202033,0.9857072449,1.2534570392
119570,DJI,Djibouti,1992,316.523,312.85,629.373,1.9708,27.128,1383.7729984694,0.1795437682,5.879,56.943,55.353,58.585,0.9717172283,0.9558163952,1.0668713258,0.9658288155,1.2974943749
119672,DJI,Djibouti,1993,322.829,319.071,641.9,1.6828,27.668,1299.0273476954,0.1822713818,5.727,57.017,55.407,58.68,0.9864794739,0.897279856,1.0881062645,0.9408575653,1.4031373717
119701,DJI,Djibouti,1994,328.311,324.482,652.793,1.7021,28.138,1256.9929548774,0.1792298631,5.548,57.056,55.43,58.738,0.9700183279,0.8682453526,1.106571355,0.9114506325,1.425862113
119753,DJI,Djibouti,1995,333.938,330.061,663.999,1.7751,28.621,1194.5300782185,0.1762050846,5.352,57.066,55.43,58.758,0.9536477831,0.8251002401,1.1255670222,0.8792508625,1.4750996049
119811,DJI,Djibouti,1996,339.893,335.998,675.891,1.7607,29.133,1121.7836359812,0.176063892,5.148,57.05,55.415,58.743,0.9528836275,0.7748519391,1.1457255511,0.8457368162,1.5694995569
119910,DJI,Djibouti,1997,345.893,342.004,687.897,1.733,29.651,1103.1136039511,0.1744447206,4.95,57.023,55.399,58.704,0.9441204347,0.7619559491,1.1660773252,0.8132084771,1.5813849093
119958,DJI,Djibouti,1998,351.895,348.027,699.922,1.662,30.169,1091.8944012582,0.1600178306,4.768,56.999,55.397,58.658,0.8660399878,0.754206486,1.1864613069,0.7833086907,1.4655064663
120053,DJI,Djibouti,1999,357.75,353.902,711.652,1.5664,30.675,1106.6641344691,0.1700269233,4.607,56.993,55.42,58.621,0.9202106668,0.7644084145,1.2063452241,0.7568588796,1.5363913764
120119,DJI,Djibouti,2000,363.363,359.524,722.887,1.4891,31.159,1102.5435098486,0.1521676279,4.469,57.023,55.484,58.613,0.8235535385,0.7615621669,1.2253900502,0.7341876129,1.3801507741
120170,DJI,Djibouti,2001,368.788,364.944,733.732,1.448,31.626,1105.5831951354,0.1431040216,4.353,57.101,55.598,58.653,0.7744999712,0.763661775,1.2437737742,0.7151306062,1.2943758757
120194,DJI,Djibouti,2002,374.147,370.287,744.434,1.4206,32.088,1110.8230371735,0.1464199647,4.253,57.234,55.763,58.751,0.7924463418,0.7672811019,1.2619150941,0.6987021521,1.3181214271
120294,DJI,Djibouti,2003,379.484,375.601,755.085,1.4059,32.547,1124.4066239363,0.1470033175,4.16,57.425,55.98,58.914,0.7956035328,0.776663721,1.2799699622,0.6834236898,1.3073857302
120368,DJI,Djibouti,2004,384.844,380.932,765.776,1.4016,33.008,1130.8631398586,0.1632331126,4.074,57.678,56.249,59.149,0.883441566,0.7811234437,1.2980926357,0.6692952193,1.4434382623
120428,DJI,Djibouti,2005,390.263,386.322,776.585,1.4013,33.473,1143.2694990382,0.1661118873,3.991,57.996,56.573,59.46,0.8990219175,0.7896929139,1.3164153349,0.6556596024,1.4529547709
120501,DJI,Djibouti,2006,395.758,391.786,787.544,1.4054,33.946,1173.6172486794,0.1688794531,3.911,58.38,56.951,59.848,0.9140003897,0.810655078,1.3349923041,0.6425168392,1.4389653294
120559,DJI,Djibouti,2007,401.347,397.343,798.69,1.4185,34.426,1208.7659708204,0.1665226809,3.832,58.816,57.374,60.298,0.9012451927,0.8349334278,1.3538862633,0.6295383604,1.3776254867
120594,DJI,Djibouti,2008,407.067,403.033,810.1,1.4418,34.918,1254.3928442321,0.1765214171,3.755,59.292,57.831,60.793,0.9553598208,0.8664493728,1.3732277378,0.6168884508,1.4072259573
120675,DJI,Djibouti,2009,412.961,408.904,821.865,1.47,35.425,NA,0.1764280022,3.679,59.794,58.31,61.318,0.9548542454,NA,1.3931709847,0.6044028257,
120763,DJI,Djibouti,2010,419.052,414.984,834.036,1.5006,35.95,NA,0.1762513848,3.604,60.307,58.799,61.858,0.9538983665,NA,1.4138024559,0.5920814851,
120818,DNK,Denmark,1960,2273.041,2307.667,4580.708,0.7192,106.296,8811.8314778433,1.7728700454,2.588,72.311,70.485,74.17,0.6717632778,0.477543247,0.8911307674,1.5665859564,2.011920053
120841,DNK,Denmark,1961,2289.065,2324.704,4613.769,0.7646,107.063,9311.8663929609,1.8756899186,2.587,72.373,70.479,74.304,0.7107230511,0.504641847,0.8975624532,1.5659806295,2.0143007206
120924,DNK,Denmark,1962,2306.168,2343.011,4649.179,0.7922,107.885,9747.3605516281,2.1659738203,2.575,72.428,70.467,74.431,0.8207153575,0.528242763,0.9044511133,1.558716707,2.2221131647
120969,DNK,Denmark,1963,2324.103,2362.052,4686.155,0.7937,108.743,9731.6603392406,2.3688930477,2.548,72.485,70.456,74.558,0.8976040644,0.5273919149,0.911644423,1.5423728814,2.4342126268
121074,DNK,Denmark,1964,2342.462,2381.034,4723.496,0.7754,109.609,10559.5750662423,2.4934921084,2.507,72.55,70.454,74.692,0.9448162521,0.5722594419,0.9189087397,1.5175544794,2.3613564871
121138,DNK,Denmark,1965,2360.894,2399.368,4760.262,0.7512,110.462,10953.3217040415,2.5399862445,2.453,72.628,70.465,74.84,0.9624334787,0.5935979171,0.926061196,1.4848668281,2.3189186925
121208,DNK,Denmark,1966,2379.332,2416.825,4796.157,0.7289,111.295,11159.7707139135,2.8501986069,2.39,72.723,70.492,75.009,1.0799769354,0.6047860942,0.933044208,1.4467312349,2.5539938767
121241,DNK,Denmark,1967,2397.714,2433.528,4831.242,0.7034,112.109,11436.5131850872,2.7700951432,2.321,72.833,70.53,75.195,1.049624702,0.619783714,0.9398696427,1.4049636804,2.4221500893
121282,DNK,Denmark,1968,2415.688,2449.655,4865.343,0.6761,112.901,11836.7472726152,2.9888951303,2.251,72.954,70.578,75.396,1.1325308332,0.6414737663,0.94650365,1.362590799,2.525098375
121389,DNK,Denmark,1969,2432.829,2465.521,4898.35,0.6465,113.667,12530.5504114248,3.3070319597,2.183,73.086,70.634,75.61,1.2530769724,0.6790733282,0.9529248305,1.3214285714,2.6391753364
121419,DNK,Denmark,1970,2448.802,2481.316,4930.118,0.6139,114.404,12685.5513469217,3.4350090606,2.117,73.227,70.701,75.834,1.3015691431,0.6874733584,0.9591049761,1.2814769976,2.7078121925
121498,DNK,Denmark,1971,2463.433,2497.043,4960.476,0.5763,115.108,12933.5825848467,3.1369973365,2.055,73.378,70.778,76.066,1.1886486653,0.7009150184,0.9650108203,1.2439467312,2.4254666609
121573,DNK,Denmark,1972,2476.674,2512.472,4989.146,0.5321,115.774,13538.3552675337,3.2576717538,1.994,73.534,70.864,76.298,1.2343737551,0.7336897158,0.9705882811,1.2070217918,2.4062537062
121640,DNK,Denmark,1973,2488.482,2527.284,5015.766,0.4804,116.391,13945.4278005703,3.2184515785,1.934,73.69,70.956,76.524,1.2195127259,0.7557503669,0.9757669349,1.1707021792,2.3078901734
121701,DNK,Denmark,1974,2498.869,2541.051,5039.92,0.4231,116.952,13751.2221778024,2.9772297973,1.876,73.842,71.049,76.737,1.1281106884,0.7452257008,0.9804658532,1.1355932203,2.1650655911
121783,DNK,Denmark,1975,2507.844,2553.445,5061.289,0.3683,117.448,13621.125165296,2.9978529185,1.817,73.982,71.138,76.929,1.1359250544,0.7381752993,0.9846229777,1.0998789346,2.2008849358
121855,DNK,Denmark,1976,2515.497,2564.465,5079.962,0.3144,117.881,14466.3600255175,3.2197091238,1.758,74.104,71.216,77.094,1.219989226,0.7839814635,0.9882556224,1.0641646489,2.2256525609
121875,DNK,Denmark,1977,2521.814,2574.142,5095.956,0.2524,118.252,14655.4361973729,3.2900598043,1.697,74.205,71.28,77.231,1.2466460043,0.7942281471,0.9913670946,1.0272397094,2.2449415766
121976,DNK,Denmark,1978,2526.602,2582.234,5108.836,0.1805,118.551,14825.6931923553,3.2445746937,1.636,74.285,71.328,77.34,1.2294111105,0.8034549552,0.9938727693,0.99031477,2.1884809375
122020,DNK,Denmark,1979,2529.603,2588.462,5118.065,0.1049,118.765,15313.4771732333,3.3383710445,1.577,74.345,71.363,77.422,1.264951755,0.8298896353,0.9956681786,0.9546004843,2.1800215632
122060,DNK,Denmark,1980,2530.732,2592.703,5123.435,0.0268,118.89,15227.3255635779,3.2050762818,1.524,74.389,71.388,77.481,1.2144446538,0.8252207853,0.9967128582,0.9225181598,2.1048189115
122160,DNK,Denmark,1981,2529.931,2594.876,5124.807,-0.039,118.922,15096.1462613432,2.7437130803,1.48,74.421,71.408,77.521,1.0396281988,0.8181117308,0.9969797671,0.8958837772,1.8174923804
122232,DNK,Denmark,1982,2527.552,2595.258,5122.81,-0.0751,118.875,15563.2975823643,2.8460942334,1.45,74.45,71.432,77.55,1.0784217355,0.8434282566,0.9965912708,0.8777239709,1.8287218492
122301,DNK,Denmark,1983,2524.428,2594.538,5118.966,-0.0715,118.786,15966.2217505163,2.6616703451,1.435,74.482,71.466,77.575,1.0085411506,0.8652640936,0.9958434591,0.8686440678,1.6670633709
122325,DNK,Denmark,1984,2521.663,2593.645,5115.308,-0.0372,118.701,16675.9298766203,2.6973937835,1.435,74.522,71.514,77.6,1.0220772211,0.9037256011,0.995131832,0.8686440678,1.6175372549
122373,DNK,Denmark,1985,2520.1,2593.308,5113.408,0.007,118.657,17384.1164825954,3.1875023468,1.45,74.572,71.579,77.629,1.2077856637,0.9421046523,0.994762206,0.8777239709,1.8335716687
122482,DNK,Denmark,1986,2520.022,2593.745,5113.767,0.0505,118.665,17993.2405487396,3.1233335426,1.479,74.633,71.661,77.661,1.1834712779,0.9751151661,0.9948320459,0.8952784504,1.7358371518
122526,DNK,Denmark,1987,2521.385,2594.966,5116.351,0.1008,118.725,18023.321131323,3.0971291845,1.518,74.702,71.756,77.696,1.1735421093,0.9767453356,0.9953347371,0.9188861985,1.7184009328
122619,DNK,Denmark,1988,2524.289,2597.222,5121.511,0.1553,118.845,18224.3314963829,2.9210129589,1.562,74.778,71.864,77.733,1.1068094048,0.9876387739,0.9963385633,0.9455205811,1.6028093867
122652,DNK,Denmark,1989,2528.734,2600.738,5129.472,0.2115,119.03,18261.3349626592,2.5934443155,1.608,74.862,71.984,77.773,0.9826894298,0.9896441181,0.997887296,0.9733656174,1.4201833113
122733,DNK,Denmark,1990,2534.684,2605.648,5140.332,0.2715,119.282,18452.4261080151,2.6391291457,1.652,74.955,72.115,77.82,1,1,1,1,1.4302342306
122796,DNK,Denmark,1991,2542.217,2612.092,5154.309,0.3292,119.606,18643.79019663,3.2386494485,1.691,75.058,72.259,77.874,1.2271659588,1.0103706736,1.0027190851,1.0236077482,1.7371196598
122818,DNK,Denmark,1992,2551.292,2620.012,5171.304,0.373,120.001,18949.4449267992,2.8644612655,1.722,75.17,72.415,77.935,1.0853812403,1.0269351475,1.0060252918,1.0423728814,1.5116333362
122919,DNK,Denmark,1993,2561.566,2629.065,5190.631,0.3978,120.449,18870.4337954549,3.0029104361,1.745,75.294,72.583,78.007,1.1378414129,1.0226532644,1.0097851656,1.0562953995,1.5913308982
123005,DNK,Denmark,1994,2572.566,2638.755,5211.321,0.4071,120.929,19847.2664054096,3.1947753746,1.76,75.431,72.764,78.092,1.2105415075,1.0755911602,1.0138101975,1.0653753027,1.6096803002
123060,DNK,Denmark,1995,2583.9,2648.682,5232.582,0.4158,121.423,20350.0299085925,2.8737246736,1.767,75.584,72.96,78.194,1.0888912648,1.1028376317,1.0179463116,1.0696125908,1.4121476413
123078,DNK,Denmark,1996,2595.554,2658.829,5254.383,0.4235,121.928,20809.6608185356,3.5604560992,1.767,75.754,73.173,78.315,1.3491026405,1.1277466007,1.0221874774,1.0696125908,1.710963062
123172,DNK,Denmark,1997,2607.486,2669.197,5276.683,0.416,122.446,21387.538183759,2.9486326922,1.763,75.943,73.404,78.457,1.1172748772,1.159063749,1.0265257186,1.0671912833,1.3786685811
123246,DNK,Denmark,1998,2619.254,2679.426,5298.68,0.3905,122.956,21770.865038461,2.8856243442,1.758,76.15,73.65,78.62,1.0934002032,1.1798375407,1.0308050142,1.0641646489,1.3254523139
123291,DNK,Denmark,1999,2630.322,2689.088,5319.41,0.3542,123.437,22255.437367132,2.6110038519,1.754,76.373,73.911,78.803,0.9893429642,1.2060981703,1.0348378276,1.0617433414,1.1731981757
123388,DNK,Denmark,2000,2640.36,2697.923,5338.283,0.3068,123.875,22966.1184617287,2.4142594164,1.752,76.613,74.186,79.006,0.9147939654,1.2446124064,1.0385093803,1.0605326877,1.0512265799
123449,DNK,Denmark,2001,2649.027,2705.657,5354.684,0.2669,124.256,23048.4910835482,2.4972528724,1.755,76.868,74.473,79.229,0.946241254,1.2490764601,1.0417000303,1.0623486683,1.0834778135
123478,DNK,Denmark,2002,2656.533,2712.461,5368.994,0.2578,124.588,23074.6070936184,2.5023309767,1.763,77.135,74.769,79.467,0.9481654131,1.2504917759,1.0444838971,1.0671912833,1.0844522581
123543,DNK,Denmark,2003,2663.784,2719.069,5382.853,0.2913,124.91,23079.6549588998,2.8235955914,1.774,77.409,75.068,79.714,1.0698967104,1.250765337,1.0471800265,1.0738498789,1.22341326
123619,DNK,Denmark,2004,2672.05,2726.508,5398.558,0.3538,125.274,23525.7186347187,2.5558676965,1.789,77.683,75.365,79.965,0.9684511653,1.2749390512,1.0502352766,1.0829297821,1.0864142925
123712,DNK,Denmark,2005,2682.203,2735.489,5417.692,0.4279,125.718,24016.885909203,2.370751235,1.805,77.948,75.651,80.209,0.8983081555,1.3015570835,1.0539576043,1.0926150121,0.9871184982
123756,DNK,Denmark,2006,2694.613,2746.31,5440.923,0.4882,126.257,24748.7258423751,2.7568851829,1.823,78.196,75.919,80.439,1.044619278,1.3412179893,1.0584769622,1.1035108959,1.1139503506
123834,DNK,Denmark,2007,2708.883,2758.668,5467.551,0.5209,126.875,25060.2876308494,2.5064238084,1.839,78.423,76.165,80.649,0.9497162397,1.3581025868,1.0636571723,1.1131961259,1.000157638
123842,DNK,Denmark,2008,2724.177,2771.927,5496.104,0.514,127.538,24788.5999649937,2.3300141336,1.853,78.628,76.388,80.838,0.8828723435,1.3433789042,1.0692118719,1.1216707022,0.939953905
123906,DNK,Denmark,2009,2739.273,2785.154,5524.427,0.4791,128.195,23275.4890001109,2.1967889158,1.863,78.809,76.589,81.003,0.8323915938,1.2613782526,1.0747218273,1.1277239709,0.943820736
